Number,Ticker,sector,city,industry,profitMargins,priceToBook,bookValue,shortRatio,revenuePerShare,operatingMargins,forwardEps,heldPercentInstitutions,heldPercentInsiders,marketCap,profitMargins,volume,totalDebt,totalCash,beta,totalCashPerShare,enterpriseValue,floatShares,volume,numberOfAnalystOpinions,COVID BEHAVIOUR,COVID DEPENDANCY,CLASS,15/3/2020 0:00,10/4/2020 0:00,10/5/2020 0:00,10/9/2020 0:00,1/1/2021 0:00,20/2/2021 0:00,15/5/2021 0:00,10/9/2021 0:00
236,MA,Financial Services,Purchase,Credit Services,0.43221,55.653812,6.378,1.5,16.715,0.53011,10.43,0.77308,0.11034001,3.51782E+11,0.43221,2336909,13898999808,6760000000,1.150655,6.851,3.42996E+11,977371076,2336909,38,IIIDD,2,0,259.4980042,266.3424988,304.8179993,333.1375046,350.8499985,338.1659973,366.25,348.6375046
237,MAA,Real Estate,Germantown,REIT—Residential,0.23813,3.768133,50.736,4.57,14.95,0.24895,2.6,0.93179,0.00657,21887623168,0.23813,375690,4584307200,31881000,0.652838,0.277,26721329152,114133870,375690,14,DIIII,3,0,124.502002,109.1625004,121.5139999,116.1175022,124.1924992,137.9340027,170.7019989,192.3075027
238,MAC,Real Estate,Santa Monica,REIT—Retail,-0.36650002,1.2174094,14.383,8.3,4.734,0.10655,-0.38,0.79076,0.03971,3616130304,-0.36650002,2552834,5106177024,194028000,2.042576,0.911,8762045440,204539664,2552834,14,DIIID,9,1,13.9039999,7.742499948,10.93000011,7.7700001,10.97250009,12.76400013,17.44200058,17.14499998
239,MAR,Consumer Cyclical,Bethesda,Lodging,-0.17448,218.48401,0.719,2.53,5.43,0.19763,4.74,0.61569,0.16483,51154628608,-0.17448,1193881,11128999936,628000000,1.8875,1.929,56448598016,284774160,1193881,20,DIIID,6,1,97.16600037,77.06249809,101.3560013,101.4075012,128.0424976,134.5119965,143.297998,134.8899994
241,MAT,Consumer Cyclical,El Segundo,Leisure,0.06311,13.988227,1.359,10.27,14.792,0.13081999,1.18,0.99938005,0.00394,6630232064,0.06311,1304785,3216908032,384743008,1.504366,1.103,9619637248,347354572,1304785,12,DIIII,8,1,8.604000092,8.57249999,10.02999992,10.9775002,17.62250042,19.0579998,20.15599976,20.49000025
243,MCHP,Technology,Chandler,Semiconductors,0.08399,7.4897504,19.512,2.29,21.411,0.20382,8.54,0.91489,0.02033,39973822464,0.08399,2269393,8565400064,279700000,1.671397,1.021,52732276736,268416867,2269393,23,IIIII,8,1,34.29400063,38.16124916,51.56299973,50.7037487,69.79500008,79.93700104,76.64199829,77.97124863
245,MCO,Financial Services,New York,Financial Data & Stock Exchanges,0.36110002,33.407413,10.844,5.12,30.961,0.48664,12.15,0.94249,0.00262,67816943616,0.36110002,388395,6838000128,2896999936,1.146834,15.56,71051329536,185620118,388395,15,IIIDI,2,0,206.1339996,231.5175018,271.7700012,283.9575043,286.9925003,279.426001,349.1320007,382.1849976
246,MDLZ,Consumer Defensive,Chicago,Confectioners,0.15494001,3.0889754,19.275,2.4,19.608,0.17994,3.12,0.78441,0.00121,83636436992,0.15494001,5787650,19740000256,1951000064,0.677401,1.396,1.00407E+11,1395413197,5787650,22,IIIDD,2,0,50.15599899,51.98999977,52.18600006,57.13499928,58.05999947,54.91200027,63.43199997,60.43500042
247,MDT,Healthcare,Dublin,Medical Devices,0.12286,3.2771747,38.225,2.58,23.483,0.20416,6.29,0.83219004,0.00229,1.70203E+11,0.12286,4116283,25963999232,10595000320,0.813864,7.873,1.90099E+11,1343818176,4116283,27,IDIDI,3,0,87.89000092,97.21499825,96.41400146,105.1975002,117.2424984,116.462001,124.6659988,133.5774994
248,MET,Financial Services,New York,Insurance—Life,0.066589996,0.77832335,83.5,3.08,77.962,0.0975,7,0.77484,0.15495,57029763072,0.066589996,3559251,1.09641E+11,35844001792,1.312227,41.83,1.2727E+11,723684182,3559251,10,IIIID,6,1,31.06999969,32.78499985,39.48600006,38.0199995,47.27750111,55.98399963,63.03000031,60.91499996
249,MGM,Consumer Cyclical,Las Vegas,Resorts & Casinos,-0.19285,3.4651382,12.822,2.14,12.725,-0.14185001,0.18,0.65636003,0.14971,21794514944,-0.19285,7721588,21256853504,5626231808,2.448144,11.676,40123416576,388646162,7721588,10,DIIII,8,1,15.96400013,14.02250004,20.66800003,22.9625001,30.68750048,35.78600006,42.22799988,42.73249912
250,MHK,Consumer Cyclical,Calhoun,"Furnishings, Fixtures & Appliances",0.094689995,1.4662235,121.83,3.91,153.89,0.12344,14.65,0.78660005,0.19218001,12451940352,0.094689995,488116,3075127040,1416034944,1.54858,20.514,14294815744,55770795,488116,12,DIIII,9,1,101.0080002,81.90749931,105.6340012,94.32999992,139.6549988,170.297998,188.2940033,189.4649963
251,MKC,Consumer Defensive,Hunt Valley,Packaged Foods,0.12483,5.103932,15.539,3.05,22.567,0.18117,3.16,0.82448995,0.00336,21185048576,0.12483,1084146,5486000128,291800000,0.464635,1.092,28128116736,263015218,1084146,12,IIDDD,3,0,68.46899948,75.71375084,85.06600037,99.63000107,94.4375,85.48999939,88.38599854,86.90750122
252,MLM,Basic Materials,Raleigh,Building Materials,0.16823,3.784081,94.554,2.12,73.277,0.21603,13.03,0.94542,0.00627,22312443904,0.16823,243729,3306099968,53100000,0.63155,0.851,25324400640,61999951,243729,20,DIIII,6,1,195.847998,191.8350029,204.3059998,206.9074974,286.3249969,328.1079956,345.1539917,368.8074951
253,MMC,Financial Services,New York,Insurance Brokers,0.12715,8.448472,18.543,3.08,34.824,0.22565001,6.14,0.90112996,0.00101,79666626560,0.12715,1029553,13448999936,1120000000,0.904347,2.202,82017484800,501819305,1029553,12,DIDII,2,0,96.30799866,91.23750114,108.1080017,115.4050007,114.1825008,117.0740005,139.1460022,159.4149971
254,MNST,Consumer Defensive,Corona,Beverages—Non-Alcoholic,0.2988,8.640983,10.331,3.47,9.749,0.34986,3.01,0.65550005,0.28708,47184728064,0.2988,1605514,20769000,2553190912,1.108624,4.827,44712947712,376630164,1605514,19,DIIDI,3,0,61.03199921,59.31249905,69.47400208,81.48999786,91.29999924,91.16200104,92.63600006,96.07249832
255,MOS,Basic Materials,Tampa,Agricultural Inputs,0.14246,1.5938143,25.348,1.16,26.197,0.14732,2.66,0.76387,0.09601,15343353856,0.14246,5088699,4613799936,1417600000,1.87036,3.732,15336755200,344494348,5088699,19,IIIID,7,1,10.95200005,11.94250011,13.92199993,17.87249947,24.31999969,29.50200005,32.7560009,31.65750027
256,MPC,Energy,Findlay,Oil & Gas Refining & Marketing,0.08717,1.9108506,34.1,3.11,135.342,0.01045,2.88,0.78305,0.00324,42482302976,0.08717,6425053,29813000192,17257000960,2.16703,27.04,56622559232,634207032,6425053,15,DIIID,8,1,26.79600029,23.88499975,38.75199966,31.40500069,41.78750038,52.48399963,62.8159996,57.44999981
257,MRK,Healthcare,Kenilworth,Drug Manufacturers—General,0.11056,7.5744476,10.645,1.85,19.91,0.32726002,6.68,0.75429,0.00075,2.0416E+11,0.11056,12121051,31253000192,6997000192,0.422807,2.763,2.15368E+11,2511244844,12121051,21,IDDDD,2,0,72.97519226,77.04675293,76.44656372,80.21469307,77.82442856,71.45801544,76.2519989,74.65250015
258,MRO,Energy,Houston,Oil & Gas E&P,-0.13436,1.1866785,13.542,1.77,5.103,-0.07685,0.69,0.76378995,0.0025,12665618432,-0.13436,21445940,5013000192,970000000,3.280567,1.23,14915019776,730822075,21445940,27,DIIID,10,1,4.200000095,3.842499971,7.208000088,4.467499971,7.112499952,9.579999924,13.45400009,11.34750009
259,MS,Financial Services,New York,Capital Markets,0.24555999,1.8979682,52.709,2.02,32.858,0.38974997,7,0.66651,0.20633,1.86133E+11,0.24555999,5301079,3.28075E+11,5.37493E+11,1.541349,288.883,-31172003840,1478516981,5301079,23,IIIII,7,1,35.3659996,38.59999943,48.01800003,50.46749973,70.00749969,75.94600067,90.49600067,103.8024998
260,MSFT,Technology,Redmond,Software—Infrastructure,0.36451998,16.51543,17.853,2.28,22.272,0.41595,8.36,0.71723,0.00078,2.22068E+12,0.36451998,16697017,82277998592,1.30256E+11,0.77893,17.333,2.17425E+12,7506925463,16697017,33,IIIII,3,0,149.5720001,164.7575035,189.802002,205.8374977,217.5649986,241.4339966,258.8840027,298.3374939
262,MTB,Financial Services,Buffalo,Banks—Regional,0.30346,1.3016129,118.115,5.1,44.86,0.41501,11.91,0.87184,0.00468,19779266560,0.30346,783056,3705712896,36014731264,1.195414,279.883,-11372598272,127872303,783056,18,DIIID,5,1,108.5159988,107.2000008,116.6559998,101.0325031,130.6050014,149.7700012,153.2160004,137.347496
263,MTD,Healthcare,Columbus,Diagnostics & Research,0.20191999,159.06535,8.709,3.48,136.628,0.26703,34.88,0.95609003,0.01568,32235100160,0.20191999,62852,1615522944,106654000,1.016847,4.583,33550628864,22897576,62852,11,IIIDI,4,0,659.0800171,720.1249847,800.5479858,965.1525116,1168.497498,1160.227979,1350.742017,1590.57251
264,MU,Technology,Boise,Semiconductors,0.13602,1.9330652,36.274,1.27,21.088,0.15449001,10.6,0.84073997,0.00164,78633975808,0.13602,13666158,7205000192,7184000000,1.250543,6.406,88635260928,1118735378,13666158,32,IIIID,9,1,41.57000122,46.83250046,51.30600052,45.28499985,75.90000153,87.91399994,80.62799835,73.06999969
265,NAVI,Financial Services,Wilmington,Credit Services,0.41597,1.2789241,15.169,5.04,12.42,0.54717,3.35,0.97008,0.030030001,3482552064,0.41597,1365077,80121004032,1699000064,1.841157,10.123,82355421184,164577375,1365077,10,DIIII,5,1,8.703999901,7.554999948,8.218999958,8.706249952,10.22000003,12.30200005,19.51399994,23.11749983
266,NCLH,Consumer Cyclical,Miami,Travel Services,0,2.2268233,11.833,3.38,0.127,-61.7718,0.37,0.55436003,0.00431,9747734528,0,10605907,12420358144,3508033024,2.81065,9.483,18119958528,368042677,10605907,13,DIIID,8,1,13.44399986,11.4625001,21.87799988,17.97500038,24.43249989,26.25400009,31.35,24.74750042
267,NDAQ,Financial Services,New York,Financial Data & Stock Exchanges,0.1899,5.120224,38.553,4.5,36.137,0.26077,7.23,0.75135005,0.18289,32391956480,0.1899,535754,6141000192,458000000,0.847161,2.739,38472642560,117480763,535754,13,IIIII,3,0,94.8019989,103.6449986,117.9600006,126.5600014,133.0299988,143.9220001,176.3079987,197.2199974
268,NEE,Utilities,Juno Beach,Utilities—Regulated Electric,0.18688999,4.209173,19.056,3.71,8.584,0.20614,2.73,0.78253996,0.00151,1.57328E+11,0.18688999,3593132,53321998336,884000000,0.225396,0.451,2.19875E+11,1957244956,3593132,21,IIIII,2,0,56.44049911,58.86124992,63.55900192,69.70874977,76.14249992,79.16000061,73.62200012,85.55999947
269,NEM,Basic Materials,Denver,Gold,0.22997999,1.8809962,28.873,1.44,15.571,0.32494998,3.84,0.81933,0.00115,43511107584,0.22997999,5088197,6261000192,4805000192,0.231441,6.013,48428568576,796936517,5088197,19,IIDDD,3,0,43.81399994,51.97749996,56.58600006,66.66249847,62.92749977,57.26200027,68.26799927,57.5350008
270,NFLX,Communication Services,Los Gatos,Entertainment,0.14243001,21.771566,29.059,2.92,59.724,0.21169001,12.96,0.82088,0.0149,2.80523E+11,0.14243001,3272093,17739319296,8403704832,0.75326,18.954,2.43535E+11,437544368,3272093,42,IIIII,3,0,332.8880005,373.5199966,426.3299988,492.4775009,521.219986,546.1680054,494.2619995,602.2549896
271,NI,Utilities,Merrillville,Utilities—Regulated Gas,0.057540003,1.8964447,12.882,5.99,11.938,0.21677,1.41,0.96383005,0.00381,9581860864,0.057540003,2681689,9370900480,77500000,0.318777,0.197,20759820288,390656307,2681689,11,IDIDD,1,0,25.15200043,25.17749977,24.24600029,22,22.76500034,22.62199974,25.97799988,24.86750031
272,NKE,Consumer Cyclical,Beaverton,Footwear & Accessories,0.08902001,20.193352,7.551,2.1,24.572,0.11401,3.94,0.83775,0.0029,2.40914E+11,0.08902001,6333747,12849999872,12528000000,0.853804,7.929,2.10616E+11,1258190980,6333747,31,IIIII,4,0,77.77400055,85.22000122,100.1279999,115.1025009,141.2875023,141.8960022,130.5819977,162.5699997
273,NLSN,Industrials,New York,Consulting Services,0.10863,2.3554914,8.304,5.69,17.781,0.14117,1.72,1.03386,0.00573,7012200960,0.10863,2172048,6114999808,410000000,1.429039,1.143,12852546560,322338878,2172048,11,DIIID,7,1,14.96399994,13.91000009,16.06000004,14.65249991,20.6500001,23.36399994,25.55599976,20.40500021
274,NOC,Industrials,Falls Church,Aerospace & Defense,0.120950006,5.960024,65.389,2.9,228.659,0.114779994,25.6,0.82911,0.00208,62729719808,0.120950006,690343,14158999552,3940999936,0.837336,24.614,67175211008,159700825,690343,19,IIDDD,2,0,308.0660034,331.0424957,334.247998,335.7174988,298.8025055,296.2199951,372.6400024,357.5400009
275,NOV,Energy,Houston,Oil & Gas Equipment & Services,-0.10098,1.1240966,13.006,2.78,13.966,-0.08387999,0.21,0.95075995,0.00534,5711200768,-0.10098,3193450,2385999872,1572000000,2.315502,4.024,5943618560,361588858,3193450,20,IIIID,5,1,10.06199989,11.26250005,14.47399998,11.31499982,14.32500005,14.33199997,16.89799995,12.88750005
276,NRG,Utilities,Princeton,Utilities—Independent Power Producers,0.02024,6.6758065,6.2,4.06,62.088,0.06093,5.84,0.98747003,0.009649999,10130367488,0.02024,1556270,9895000064,501000000,0.829347,2.047,19295393792,242666212,1556270,10,IIIII,3,0,28.53799973,28.70250034,35.64000015,31.82749987,36.97000027,38.9480011,37.43999939,44.59500027
277,NSC,Industrials,Norfolk,Railroads,0.23513001,4.526625,58.516,2.41,38.649,0.36141998,13.05,0.76225,0.00108,66283835392,0.23513001,1096854,13150999552,998000000,1.297826,3.988,78236647424,249798082,1096854,23,IIIID,3,0,143.7339996,156.6375008,184.9059998,212.4425011,237.527504,255.8819977,270.9119995,248.1374969
278,NTAP,Technology,San Jose,Computer Hardware,0.12708999,29.653275,3.086,5.09,25.874,0.1633,5.1,0.94839996,0.00234,20464656384,0.12708999,672316,2752000000,4604000256,1.291554,20.626,16489773056,222603546,672316,22,IIIII,7,1,40.14000015,40.75999928,45.10999985,45.05749989,65.375,69.51599884,82.81799927,90.98249817
279,NTRS,Financial Services,Chicago,Asset Management,0.20524,2.2727718,50.797,3.01,29.921,0.28865,7.34,0.83539003,0.00371,24029761536,0.20524,612339,10611600384,12431800320,1.101528,59.655,22048561152,205858615,612339,14,IIIID,4,0,69.4280014,83.05999947,87.28800049,80.29999924,93.68499947,97.26599884,116.7519989,114.2925014
280,NUE,Basic Materials,Charlotte,Steel,0.117010005,2.5610392,38.254,1.51,86.248,0.16580999,6.93,0.80188006,0.005,29316737024,0.117010005,2448439,5388209152,3121064960,1.383001,10.627,33358141440,291642072,2448439,11,IIIII,4,0,34.16200027,38.32749939,42.94000015,45.74250031,54.19749928,57.75,101.2819992,112.9400005
281,NVDA,Technology,Santa Clara,Semiconductors,0.32324,6.91256,30.135,0.82,8.821,0.33488998,17.24,0.66455,0.04079,1.29777E+11,0.32324,14676150,12791000064,19654000640,1.359716,7.862,5.55087E+11,2398975000,14676150,41,IIIII,4,0,58.05499878,66.08312607,89.89300079,122.7606239,130.4693737,148.6949982,180.1999969,224.1399994
282,NWL,Consumer Defensive,Atlanta,Household & Personal Products,0.06904,2.4387267,9.017,6.86,24.455,0.10852,1.9,0.89216006,0.00839,9352346624,0.06904,1228416,6125000192,637000000,0.935043,1.497,16279873536,421694766,1228416,12,IIIID,6,1,12.79200001,13.38499999,16.03800011,16.86250019,21.86499977,23.99399986,27.20400047,25.4000001
284,NWSA,Communication Services,New York,Broadcasting,-0.00601,1.7493643,13.765,2.65,14.944,0.07102,0.64,0.9977,0.00595,13859051520,-0.00601,1525307,2524000000,1974000000,1.584239,3.341,16763484160,508493955,1525307,7,DIIID,7,1,10.14400024,9.039999962,12.35200005,14.9150002,18.41499996,23.09600029,26.11599998,22.05499983
285,O,Real Estate,San Diego,REIT—Retail,0.20885,2.1760247,30.882,9.48,4.782,0.48055,1.67,0.73346,0.00161,25103835136,0.20885,2029836,9346830336,231164000,0.741812,0.594,35807334400,388578358,2029836,16,DIDII,3,0,68.75999832,51.48750114,61.49199982,63.93749905,60.46000004,61.51399918,69.45399933,70.12499809
286,OKE,Energy,Tulsa,Oil & Gas Midstream,0.119049996,4.503471,13.685,2.38,25.419,0.20707001,3.48,0.66375,0.006,27458445312,0.119049996,1455388,14416356352,374376992,1.996234,0.84,37465915392,442514554,1455388,20,DIIID,9,1,31.63199921,25.61500025,40.77600021,26.25,38.77250099,45.74400024,55.53199997,52.43000126
287,OMC,Communication Services,New York,Advertising Agencies,0.096499994,5.038178,14.93,10.5,64.804,0.14013,6.41,0.93456,0.011779999,16178392064,0.096499994,836652,6341100032,4388100096,0.941593,20.466,18488586240,212746049,836652,12,DIIID,4,0,60.61800003,54.85749912,58.36800003,52.73750019,63.02500057,67.5980011,82.60599976,72.40500069
288,ORCL,Technology,Austin,Software—Infrastructure,0.34162998,50.720043,1.861,3.58,14.195,0.38528,5.12,0.47168,0.41915,2.63537E+11,0.34162998,13202330,82717999104,39310000128,0.795851,14.356,2.93678E+11,1590252218,13202330,22,IIIDI,3,0,44.75000076,51.89000034,53.31200027,56.65000057,63.49250031,62.37599945,80.36000061,89.35250092
290,OXY,Energy,Houston,Oil & Gas E&P,-0.78622,3.6766152,9.147,1.18,17.772,-0.52465,-0.44,0.67407,0.00237,31390881792,-0.78622,20246908,38334001152,2270000128,2.503264,2.432,70337576960,931150478,20246908,24,IIIID,10,1,12.86200027,14.54999995,20.85,10.63499999,18.49249983,26.07199974,28.91400032,25.15499973
291,PAYX,Industrials,Rochester,Staffing & Employment Services,0.27053,14.365089,8.261,7.28,11.272,0.36006,3.21,0.74013,0.10777,42763919360,0.27053,947647,926000000,1031900032,0.913932,2.868,41083863040,321180825,947647,17,DIIDI,4,0,69.40599899,65.42749977,76.35200043,75.09000015,91.17749977,89.98000031,104.3779984,111.25
292,PBCT,Financial Services,Bridgeport,Banks—Regional,0.15621,1.0324839,17.424,2.66,4.806,0.47354,1.32,0.73379,0.00987,7594118144,0.15621,2509399,2329999872,6300499968,1.194728,14.917,3137112576,418632026,2509399,11,DIIID,6,1,12.43999996,11.12750006,12.79200001,10.32500029,13.17000008,16.01200008,18.07400017,16.14249992
293,PCAR,Industrials,Bellevue,Farm & Heavy Construction Machinery,0.07904,2.7441967,30.887,2.51,63.904,0.10132,7.08,0.6678,0.01741,29424943104,0.07904,2157152,10657399808,4403299840,0.991812,12.683,35618025472,340618758,2157152,17,IIIID,2,0,62.32999954,66.04999924,76.06600037,83.79499817,86.31499863,95.58000031,91.34200134,82.90999985
294,PCG,Utilities,San Francisco,Utilities—Regulated Electric,-0.08311,1.0062952,10.643,5.55,11.647,0.13052,1.12,0.72563004,0.24109,24235765760,-0.08311,15704243,42430001152,229000000,1.382608,0.115,62403313664,1473921133,15704243,12,DIIDD,6,1,10.83199997,10.00499988,11.68800011,9.097500086,12.35750008,11.66400013,10.42799969,9.352499962
296,PEG,Utilities,Newark,Utilities—Diversified,0.21676001,1.8884404,31.714,2.71,19.268,0.24302,3.5,0.72200996,0.00181,30250018816,0.21676001,1257268,17684000768,803000000,0.560391,1.589,47537467392,504322157,1257268,18,IIIII,2,0,46.13999939,49.54749966,52.2159996,52.52999973,56.67000008,57.85999985,61.68399963,63.13499928
297,PEP,Consumer Defensive,Purchase,Beverages—Non-Alcoholic,0.11005,15.460761,10.092,1.9,54.007,0.15678,6.57,0.73237,0.00144,2.15576E+11,0.11005,4186222,42297999360,5776999936,0.614846,4.18,2.49922E+11,1379668613,4186222,20,IDIDI,2,0,123.9539978,131.9700012,131.2300018,135.8074989,145.0499992,133.7420013,148.0920044,155.6100006
298,PFE,Healthcare,New York,Drug Manufacturers—General,0.24001,3.4605038,12.267,2.62,8.339,0.258,3.46,0.66597,0.00037,2.37622E+11,0.24001,12778598,39699001344,13671999488,0.673369,2.442,2.45564E+11,5592040196,12778598,20,IIIDI,2,0,30.29791298,32.77277088,33.35294151,34.11527538,36.92000008,34.56799927,39.63000031,46.21999931
299,PFG,Financial Services,Des Moines,Insurance—Diversified,0.11484,1.2190894,56.534,3.61,50.553,0.1384,6.86,0.73357004,0.00454,18747066368,0.11484,1484114,4399000064,3113499904,1.62882,11.6,19409983488,267221230,1484114,10,DIIII,6,1,33.86599922,30.02749968,44.45200043,41.44499969,49.45750046,55.37000046,63.99200058,65.09749985
300,PG,Consumer Defensive,Cincinnati,Household & Personal Products,0.18794,7.588884,18.676,3.07,30.869,0.24689,5.95,0.65476996,0.00107,3.46988E+11,0.18794,6131852,32838000640,10288000000,0.420851,4.238,3.74071E+11,2424730432,6131852,21,IIIDI,2,0,111.3099991,115.0849991,117.7000015,137.2324982,138.9550018,127.9220016,134.2380005,144.0575027
301,PGR,Financial Services,Mayfield,Insurance—Property & Casualty,0.12005,3.0680208,29.638,4.74,78.125,0.15588,5.83,0.855,0.00299,53221326848,0.12005,2023645,5397499904,1810099968,0.467794,3.093,57413177344,582899740,2023645,12,IIIDI,2,0,74.75200043,77.44749832,79.06599884,93.95249939,97.93749809,86.86599884,93.04799957,93.72250175
302,PH,Industrials,Cleveland,Specialty Industrial Machinery,0.121700004,5.079523,57.279,0.85,111.222,0.16586,17.06,0.85447,0.00409,37548843008,0.121700004,469950,6718973952,772233024,1.769104,5.982,43426050048,128370723,469950,14,DIIID,6,1,139.2420029,137.4225006,187.6179993,205.9099998,272.8249969,275.7220032,295.1960083,287.4324951
303,PHM,Consumer Cyclical,Atlanta,Residential Construction,0.1314,1.8664722,25.358,3.19,42.897,0.16916999,8.77,0.9007,0.03616,12446181376,0.1314,1423949,2391344896,1596960000,1.455434,6.073,14860442624,255674070,1423949,10,DIDID,5,1,32.01400032,24.14750051,35.12599945,44.39749908,41.81249905,46.02799911,53.78399963,49.66499996
304,PKG,Consumer Cyclical,Lake Forest,Packaging & Containers,0.08971,3.9327815,35.377,2.74,75.371,0.14127,8.37,0.95254,0.01469,13216529408,0.08971,759628,2735000064,1085900032,0.905875,11.532,14652076032,92686579,759628,11,IIIDI,6,1,83.64000092,87.18249893,104.4079987,104.0275021,138.8325005,133.5079987,139.0160004,151.7025032
305,PKI,Healthcare,Waltham,Diagnostics & Research,0.24353,4.759198,35.714,6.92,43.399,0.32844,6.17,0.96309,0.00305,19052107776,0.24353,472049,2542525952,572809984,1.106637,5.095,22774730752,102039787,472049,13,IIIDI,6,1,72.5519989,76.76999855,100.8839996,114.3525009,149.3199959,140.0040009,148.1220001,188.4575043
306,PLD,Real Estate,San Francisco,REIT—Industrial,0.32419997,2.9764028,43.183,4.53,6.481,0.34853,2.14,0.9735,0.0052,95083020288,0.32419997,1403414,17390516224,601446016,0.740174,0.814,1.19763E+11,737129350,1403414,19,IIDII,3,0,73.38600006,84.77250099,95.37600098,100.0000019,96.45000267,105.6420013,123.6080002,136.1349983
308,PNC,Financial Services,Pittsburgh,Banks—Regional,0.32916,1.712124,118.426,3.4,41.847,0.39064,13.62,0.83985,0.00275,86144204800,0.32916,1021451,34813001728,9271000064,1.371599,21.814,1.03915E+11,422161000,1021451,20,DIIII,7,1,100.3300018,98.78749847,118.9040024,109.795002,150.7549973,169.0600037,187.6279999,191.9675026
309,PNR,Industrials,London,Specialty Industrial Machinery,0.13949999,5.3636365,13.2,4.21,20.472,0.17219,3.44,0.94108003,0.00387,11767102464,0.13949999,2167320,798899968,95900000,1.137008,0.578,13116194816,165229504,2167320,15,DIIII,4,0,34.77599983,31.91749954,39.33000031,43.92500019,52.375,55.43600006,66.58000183,76.59749985
310,PNW,Utilities,Phoenix,Utilities—Regulated Electric,0.15358,1.3210317,50.4,3.92,32.127,0.23898001,5.12,0.88948,0.00229,7506961920,0.15358,2618840,7114619904,17202000,0.299782,0.153,16352154624,112425112,2618840,13,DIIDD,2,0,83.10400085,77.2575016,78.11599884,72.02499962,79.3125,76.23799896,86.84399872,75.55249977
311,PPG,Basic Materials,Pittsburgh,Specialty Chemicals,0.09712,6.120676,24.628,2.89,66.085,0.12964,8.92,0.83953005,0.00263,35739099136,0.09712,976576,8087000064,1311000064,1.124454,5.523,41539723264,236241004,976576,23,DIIDD,3,0,93.09200134,92.05999756,107.0099991,124.7924976,144.6999969,136.2720001,175.0280029,152.2524986
312,PPL,Utilities,Allentown,Utilities—Regulated Electric,-0.16254999,1.8886522,15.016,2.11,9.999,0.39154997,1.72,0.66066,0.00103,21820977152,-0.16254999,3783145,13379000320,7629000192,0.768013,9.913,27660677120,768890092,3783145,11,DIIDI,2,0,27.3579998,25.25500011,27.95800018,27.69750023,27.87500048,27.80200005,29.03400002,29.99000025
313,PRGO,Healthcare,Dublin,Drug Manufacturers—Specialty & Generic,-0.06953,1.0810112,42.488,3.15,37.3,0.083739996,2.86,0.87242997,0.012150001,6134732288,-0.06953,2071761,3733400064,319100000,1.171397,2.386,9256298496,133260151,2071761,3,IIDDD,2,0,45.60400009,48.48750019,53.97000046,48.48750019,44.61250114,42.9859993,47.70800018,43.71249962
314,PRU,Financial Services,Newark,Insurance—Life,0.04498,0.7453956,147.197,3.18,153.115,0.05761,13,0.57071996,0.00211,43229679616,0.04498,1320219,34938998784,28034000896,1.692934,71.152,48018178048,392967720,1320219,11,IIIII,4,0,52.68399963,53.7300005,67.57600021,67.87000084,78.32999992,83.66000061,104.1279999,104.4400005
315,PSA,Real Estate,Glendale,REIT—Industrial,0.48153,10.892968,27.515,3.13,18.072,0.50859,8.08,0.81174004,0.13559,52444405760,0.48153,359312,4995619840,480809984,0.122816,2.744,64717754368,152045548,359312,14,DIIII,2,0,210.0299988,202.1624985,203.1839966,217.3499985,220.579998,234.2959991,294.2960022,326.1575089
316,PSX,Energy,Houston,Oil & Gas Refining & Marketing,-0.02093,2.0002434,41.06,2.41,184.441,-0.02711,6.82,0.71357,0.00359,35962015744,-0.02093,3274088,16590999552,2207000064,1.678493,5.039,46637797376,436850636,3274088,15,IIIID,6,1,53.50800095,60.31750011,82.3980011,57.06499958,70.69750023,81.26999969,90.38200073,67.21249771
317,PVH,Consumer Cyclical,New York,Apparel Manufacturing,0.0077,1.5438467,67.85,1.84,110.582,0.05752,8.42,0.98969,0.00334,7474928128,0.0077,762086,4859599872,913200000,2.375543,12.797,11633238016,71159209,762086,17,DIIDI,8,1,51.11200027,45.95999908,58.99600067,66.29750061,97.44499969,94.71600037,108.9640015,110.2949982
318,PWR,Industrials,Houston,Engineering & Construction,0.04457,3.5943773,31.374,2.03,79.419,0.05688,4.97,0.93523,0.011410001,15714048000,0.04457,617493,1618076032,200218000,1.250272,1.437,14128654336,137873204,617493,15,IIIII,7,1,31.57800026,33.26500034,39.66999969,51.57750034,71.15999985,77.09600067,90.82600098,115.3175011
319,PXD,Energy,Irving,Oil & Gas E&P,0.02391,2.3058734,83.734,3.38,57.922,0.062989995,16.21,0.88618,0.00621,47102251008,0.02391,3814112,7287000064,245000000,1.941593,1.004,45748543488,228904332,3814112,34,IIIID,7,1,68.23600006,76.82999992,104.5820007,93.61999893,118.7700005,135.7559998,161.2059998,148.5575027
320,PYPL,Financial Services,San Jose,Credit Services,0.22804001,15.704106,16.56,1.82,19.496,0.17933,5.87,0.82509005,0.00122,3.055E+11,0.22804001,3987529,9713000448,13086000128,1.157065,11.14,3.3348E+11,1173165666,3987529,45,IIIII,6,1,102.6940002,103.2124977,156.2319977,188.6599998,231.9650002,290.7140076,273.0400024,287.4225082
321,QCOM,Technology,San Diego,Semiconductors,0.28257,19.24422,6.576,1.96,28.796,0.31723,8.6,0.7418,0.00131,1.42748E+11,0.28257,6914405,15815999488,12906999808,1.310043,11.442,1.58844E+11,1126206480,6914405,29,DIIDI,6,1,72.16399994,72.14750099,88.27799988,112.4124985,151.1149979,144.0440033,135.5619995,142.6324997
